unique_id,detection_datetime,seconds_in,run_dist.y,x_distance.y,duration.y,velocity.y,grid_dist,detection,brand
RM-19-9,2022-03-28T13:01:16Z,4,20,12,10,2,8,1,reconyx
RM-19-9,2022-03-28T13:02:34Z,7,20,15,10,2,14,1,reconyx
RM-19-9,2022-03-28T13:02:52Z,5,20,15,10,2,10,1,reconyx
RM-19-9,2022-03-28T13:03:12Z,4,20,15,9,2.2222222222222223,8.88888888888889,1,reconyx
RM-19-9,2022-03-28T13:03:32Z,4,20,15,10,2,8,1,reconyx
RM-19-9,2022-03-28T13:03:48Z,5,20,15,10,2,10,1,reconyx
RM-19-9,2022-03-28T13:04:02Z,5,20,15,10,2,10,1,reconyx
RM-19-6,2022-03-28T13:17:32Z,2,20,3,7,2.857142857142857,5.714285714285714,1,cudde
RM-19-6,2022-03-28T13:19:01Z,3,20,3,8,2.5,7.5,1,cudde
RM-19-6,2022-03-28T13:19:23Z,4,20,3,8,2.5,10,1,cudde
RM-19-6,2022-03-28T13:19:34Z,2,20,3,8,2.5,5,1,cudde
RM-19-6,2022-03-28T13:20:02Z,4,20,5,8,2.5,10,1,cudde
RM-19-6,2022-03-28T13:20:14Z,3,20,5,9,2.2222222222222223,6.666666666666667,1,cudde
RM-19-6,2022-03-28T13:20:48Z,4,20,5,10,2,8,1,cudde
RM-19-6,2022-03-28T13:20:50Z,6,20,5,10,2,12,1,cudde
RM-19-6,2022-03-28T13:21:13Z,4,20,5,10,2,8,1,cudde
RM-19-6,2022-03-28T13:21:38Z,2,20,10,10,2,4,1,cudde
RM-19-6,2022-03-28T13:21:39Z,3,20,10,10,2,6,1,cudde
RM-19-6,2022-03-28T13:21:41Z,5,20,10,10,2,10,1,cudde
RM-19-6,2022-03-28T13:21:51Z,2,20,10,10,2,4,1,cudde
RM-19-6,2022-03-28T13:21:53Z,4,20,10,10,2,8,1,cudde
RM-19-6,2022-03-28T13:21:54Z,5,20,10,10,2,10,1,cudde
RM-19-6,2022-03-28T13:22:08Z,2,20,10,10,2,4,1,cudde
RM-19-6,2022-03-28T13:22:10Z,4,20,10,10,2,8,1,cudde
RM-19-6,2022-03-28T13:22:12Z,6,20,10,10,2,12,1,cudde
RM-19-6,2022-03-28T13:22:21Z,2,20,10,10,2,4,1,cudde
RM-19-6,2022-03-28T13:22:23Z,4,20,10,10,2,8,1,cudde
RM-19-6,2022-03-28T13:22:24Z,5,20,10,10,2,10,1,cudde
RM-19-6,2022-03-28T13:22:38Z,2,20,10,10,2,4,1,cudde
RM-19-6,2022-03-28T13:22:40Z,4,20,10,10,2,8,1,cudde
RM-19-6,2022-03-28T13:22:41Z,5,20,10,10,2,10,1,cudde
RM-19-6,2022-03-28T13:22:50Z,1,20,10,10,2,2,1,cudde
RM-19-6,2022-03-28T13:22:52Z,3,20,10,10,2,6,1,cudde
RM-19-6,2022-03-28T13:23:40Z,4,20,12,13,1.5384615384615385,6.153846153846154,1,cudde
RM-19-6,2022-03-28T13:23:42Z,6,20,12,13,1.5384615384615385,9.230769230769232,1,cudde
